komentar,emosi,sentimen
PENSIUNIN LAH LAGI SEHAT AJA KADANG GA BERGUNA APALAGI SAKIT,Lainnya,netral
Harusnya udah pensiun ngga sih,Lainnya,netral
Waduh,Lainnya,netral
Pecat,Lainnya,netral
Kayanya timah panas juga halal itu buat dc yang kaya begini,Lainnya,netral
Salah masuk harus nya ke markas TNI pasti beda cerita,Lainnya,netral
kalo bener statmen bapak2 berseragam itu mnding pensiun aja gak guna seragam yang kalian pake,Lainnya,netral
Polisi gk berguna emang g bisa manggil bala bantuan,Lainnya,netral
Udah penyakitan suruh pensiun aja pak Pegimane ceritanya Polisi nggak bisa ngelindungin rakyat Aneh banget,Lainnya,netral
katanya mengayomi ada kejadian begini kok diam wae,Lainnya,netral
Ini sih polisi udh di permalukan di dalem kandang nya sendiri xD,Lainnya,netral
Padahal depan Polsek,Lainnya,netral
gk ada duity Jdi ngapain di tolong,Lainnya,netral
Polisi yg sudah sakit2an jangan dipaksa kerja pak pensiun kan saja suruh istirahat dirumah ganti dngn personil yg msih muda dan sehat,Lainnya,netral
No coment,Lainnya,netral
Mau ngomen panjang tapi ah sudahlah ladusing ladusing,Lainnya,netral
Percuma apa2 minta tolong ke polisi jg gk ada guna nya,Lainnya,negatif
Hahhh cuma nonton aja serius,Lainnya,netral
Mending lepas seragam jangan jadi polisi bung,Lainnya,netral
Gak guna,Lainnya,netral
Nnti dah ada kesepakatan bagi2 hasil antara kapolsek anggota dan debtcollektor,Lainnya,netral
Itu puskesmas kayanya bukan kantor isilop di keterangannya banyak yang sakit katanya kasian,Lainnya,netral
Apa yang mau diharapkan sama wereng coklat,Lainnya,netral
Woi manusia apa salah dia,Lainnya,netral
Astaghfirullah,Lainnya,netral
Lah kalo ga punya duit ga usah ngutang buk,Lainnya,netral
Gak gunadong,Lainnya,netral
Lah ngapain malukan rasa malu anda emang udah hilang orang biasa lapor di persulitorang ber uang lapor langsung semangat bagaikan panglima perangJANGAN NGELAK INI FAKTA,Lainnya,positif
Jd fungsinya apa Pdhl mereka di gaji rakyat,Lainnya,netral
Wkakakq,Lainnya,netral
dah biasa emak2 gk montor gk mobil klo nyetir gentayangan,Lainnya,netral
Asik juga polisi bisa nonton,Lainnya,netral
Di depan kandang nya sendiri engga ada respon apa apase cuek itukah pengayom masyarakat,Lainnya,netral
Kalo sudah sakit kenapa di pekerjakan bapak kenapa gek di pensiunkan saja dari pda duduk gak kerja Nihh yang di kroyok cewe pak kasian biar pun dia salah atau benar Dimana mana klo orang salah itu nyari pembenaran saja mana ada orang jujur,Lainnya,netral
Yg penting Jagan berita si Kalimantan aja yg kekgini cukup banjir aja kmi lagi sibuk,Marah,netral
Ga guna,Lainnya,negatif
Kasian amat anggota saraf kejepit masih kerja,Lainnya,netral
Padahal berobat dulu yaa biar sembuh khawatir,Takut,netral
kalo semisal polisinya semua udah tua rekrut yang baru udah tau udah tua semua tapi di satu piketin nggak ngerti lagi dah,Lainnya,netral
Bakar AE mapolseke Ra guna belas,Lainnya,netral
Pantes dipecat itu polisi yang melakukan pembiaran,Lainnya,netral
Polisinya kebanyakan kerja enak di polsek kali pak makanya gampang sakit coba cek perutnya pak normal gak,Lainnya,netral
Terus fungsinya kalian POLISI punya SENPI itu apabuat nguleg sambal kah,Lainnya,netral
Ketauan punya penyakit keterima jadi polisi apalagi kejadiannya Ki kantor polisi,Lainnya,netral
Polisi nya kok diam ajaharusnya bisa lebih aman di situ eeeeh ternyata salah,Lainnya,netral
Suruh pensiun lah kalo udah tua ga berguna juga jadi polisi,Lainnya,netral
Emg udh ga ada gunanya tuh keparat bwt masyarakat Bubarin lebih bagus kyaa,Lainnya,positif
Tak ada hrga diri nya lambang klen itu Kash duit segepok buk cepat dibela itu,Lainnya,netral
Sekarang lebih percaya damkar sih,Lainnya,netral
Kalau polisi sudah posisi sakit sakitan mendingan di rumahkan saja atau di pensiunan saja ganti yg muda,Lainnya,netral
Berharap ke polsek dapat perlindungan yang ada cuman kena rekam sama anggota polsekny buat dibikin viral,Lainnya,netral
Udah masuk ke kantor polisi juga masih ga di tanggapin Hadeuhhhhh bener2 ga guna,Lainnya,negatif
kalo kata gue dia lagi blajar mobil,Lainnya,netral
Sakit2an Resign,Lainnya,netral
Kantor polisi itu bos payah banget sumpah,Lainnya,netral
Ko bisa ngga malu jadi polisi,Lainnya,netral
Lemah anjirr,Marah,netral
Pake daster zha ngapain disituuu,Lainnya,netral
Tapi sya TDK melihat adanya perempuan,Lainnya,netral
Jangan ke polisi bu ga berguna kalo masalah ke gini mah mendingan sama bapa Damkar aja,Lainnya,netral
Niat hati ke kantor polisi nyari perlindungan ehh malah di diemin,Lainnya,netral
bubari aja deh polseknyaga ada guna guna nya deh,Lainnya,netral
Macam2 alasan lah kau Sudah tua pula dikata,Lainnya,netral
Pensiun kan aja klo gak guna juga atau jaga pos kamling dah si coklat,Lainnya,netral
Wkwkwk saraf kejepit gula dan lain lain ya di pensiunkan aja udah buang buang anggaran msnggaji tenaga gak bisa di pakek saraf kejepit untung gak palanya kejepit haha,Lainnya,netral
Masalah nya apa ya,Lainnya,netral
Hai lelaki bnci kesini mari Kya vs,Lainnya,netral
Rakyat kita klo diperhatiin kaya kebanyakan makan daging singa,Lainnya,netral
Kalau aku langsung ku gas kan mobil biar mampus mereka semua ny,Lainnya,netral
Whahahahaha masuk polisinya make duit ya gitu mentalnya cuma ada buat malak orng kecil doang,Lainnya,netral
Polisi gak guna buitu laki yang ngeroyok kethailan saja ganti kelamin,Lainnya,netral
Bayar dulu kali ya baru gerak tu isi gubuk yg ad tulisan polsek,Lainnya,netral
parah ini polisi,Lainnya,netral
Kasian itu pelajaran untuk kita semua masyarakat berusahalah untuk tidak main hakimingat di atas langit masih ada langit untuk aparat kepolisian kenapa tdk di tembak peringatan ke udara saja kasiankenapa kalau pada sakit harus piket bukan nya berobat Kasian Mba nya ituu di hakimi habis sana untuk di bakar dgn mobil nyahancurhancurnegara kita ini Pak Tolong sebagai aparat ingat lah janji sumpah anda untuk kami masyarakat Indonesiamelindungi mengayomi kami pihak masyarakat Indonesia inisalam toleransi Pak,Lainnya,netral
Konoha oh konoha,Lainnya,netral
G da guna polisi itu,Lainnya,netral
Larinya ke damkar saja pasti dibantu,Lainnya,netral
jadi gunanya ada polsek itu untuk untuk apa Kalau penjaganya sudah sakit2an dan tidak bisa membantu masyarakat,Lainnya,netral
udah rusak pak marwah polisi,Lainnya,netral
bawahannya aja kaya gini gimana atasannya,Lainnya,netral
Klw sdh tdk mampu bertugas gk usah d kasih piket istrahatkan saja,Lainnya,netral
Selama membahayakan orang lain keroyokan aja ngga apaapa,Takut,netral
Ini bukti nya klau yg beruang berkuasa yg tidak beruang JD Bhan lelucon,Lainnya,netral
Yasudah lah,Lainnya,netral
Polisi tidak berguna,Lainnya,negatif
Masalahnya apa dulu,Lainnya,netral
Terus kenapa ga telpon damkar atau TNI,Lainnya,netral
Jangan telpon polisi ga guna,Lainnya,negatif
Ya kayak gitu polisi Alasan doank,Lainnya,netral
Depan polsek Trus plisinya,Lainnya,netral
Di depan polsek aja ngk terjamin keselamatan Apalagi kl jauh ama markas nya,Lainnya,netral
Salah Harusnya masuk ke halaman Damkar,Lainnya,netral
Kan saya sudah bilang berkalikali suruh bubarin polisi,Lainnya,netral
Kalo pada penyakitan itu anggota bapak apa gunanya kerja pak memang tidak bisa dilerai tidak bisa tegas pak bukanya polisi itu mengayomi dan melayani masyarakat Pak jangan berdrama itu pengeroyokn premanisme loh harusnya di tidnak bukan dibiarkan Miris amat ini kejadian Allahuakbar,Lainnya,netral
Polisi tidak berguna,Lainnya,negatif
Di mapolsek cuma 4 orang,Lainnya,netral
Udah sakitan masuk shift pagi aja om,Lainnya,netral
Mending gausah piket dirumah aja pensiun pak ganti sama yg muda muda minimal amanin dulu pak perempuan nya astagfirullah,Lainnya,netral
Udah penyakitan kok masih bertugas si Emang boleh ya makan gaji ga kerja sesuai semestinya Kita kalok kerja kantoran aja auto di PHK gasi kalok ga perform Ehh iya lupa konoha Mau nuntut apa,Lainnya,netral
bedil peringatan emang ga boleh ya disaat genting,Lainnya,netral
Udahlah klo sakit²an pensiunkan aj drpd ga berguna juga bagi masyarakat,Lainnya,netral
Polis Banc,Lainnya,netral
Sebentar debt collector kok merusak aset yg bisa dijual,Lainnya,netral
Buat apa kerja jdi polisi klo gk nolongin masyarakat,Lainnya,netral
Bubarin aja gk guna,Lainnya,netral
Astagfirullah parah bukan bantuin,Lainnya,netral
Yg pasti sakit karena ga punya nyali Lawan DC aja takut gimana lawan teroris,Takut,netral
Ya allah ko polisi skarang lemah bangett penakut,Lainnya,netral
Trus guna nya jadi polisi apa ya,Lainnya,netral
Itu mapolsek atau panti jompo,Lainnya,netral
Malu maluin institusi porli cuma mau gaji doang,Lainnya,netral
Yg berotot kalah dengan yg berUang nhertika sekarang,Lainnya,netral
Kalau sedang merasa terancam carilah kantor polisi terdekat Preetttt Teu ngaruh,Lainnya,netral
Konyol pisan anjing aslinaa,Lainnya,negatif
Tos we atuh jadi hansip desa,Lainnya,netral
Sudah waktunya polisi jd tenaga honorer,Lainnya,netral
lagi lagi apa kawan kawan,Lainnya,netral
Makanya knp masyarakat lebih percaya smaa damkar dari ada polisi kocak udah tuir minta pensiun bukan alesan nyari validasi,Lainnya,netral
Efek kapolri na terlalu lama menjabat anggota sudah bosan dengan kebijakan yg selalu tidak berpihak kepada hukum,Lainnya,netral
itu kantor polisi atau Panti Jompo sih Pak Kapolri,Lainnya,netral
Sedih ninggal bandung janten kieu,Sedih,netral
Konoha ooooooh konoha,Lainnya,netral
Anda itu Polisi beneran apa polisi tidur,Lainnya,netral
Anggota piket teh raripuh kitu cik heug ganti kusus piket mah,Lainnya,netral
Profesi berubah jadi konten kreator ada apa dgn kepolisian,Lainnya,netral
Hope she is ok but seriously what are the police doing,Lainnya,netral
Kita bertuah berubah menjadi kita kota tidak bermarwah,Lainnya,netral
coba kalo swasta yakin yang kaya gitu langsung pecat,Lainnya,netral
Seorang wanita di keroyok banyak lelaki idiiiihhh memalukan sekali,Lainnya,netral
Suruh pensiun tuh plokisnya ganti jadi kuncen jaga makam,Lainnya,netral
lucu,Lainnya,netral
Potong gaji isilop haha,Lainnya,netral
Serius nanya emng ladusing ada gunanya,Lainnya,netral
Percuma punya pistol mungkin sdh dijual,Lainnya,negatif
pernah belajar nembak buat apa,Lainnya,netral
Gera parensiun we atu gs galering mah,Lainnya,netral
kalo Pak Kompl berani pecat ke 4 anggotanya itu pak,Lainnya,netral
Npa ga minta bantuan memangnya polisi pada tdur malah midioin terus,Lainnya,netral
Gunanya senjata api buat apa pak pol,Lainnya,netral
Perlu menempatkan pos damkar disetiap kelurahan,Lainnya,netral
Knpa engga masuk kekantor damkar ka,Lainnya,netral
alahh teu guna jadi polisi ninggali aww di gebugan teu gableg pikiran polisi teh,Lainnya,netral
Bukan melindungi rakyat cm jd penonton,Lainnya,netral
Kenapa yang lemah dan tidak berdaya masih piket gunanya Fungsi dan pilar2 nya harus jelas deh,Lainnya,netral
pensiunkan saja gantiin sama yang muda dan sehat biar ga ada kejadian kaya gini lagi,Lainnya,netral
Ga guna cuma makan gaji buta,Lainnya,negatif
Wah parah ini dilakukan di dalam kantor polisi tapi tanpa pembelaan,Lainnya,netral
Salah lari nya ke panti jompo coba ke damkar,Lainnya,netral
malu donk klo satpam dan damkar ikut campurtrus loo pake seragam polisi gunanya aap,Lainnya,netral
Gak GUNA,Lainnya,netral
Setau saya masuk polisi test fisik lumayan berat sama test kesehatan kecuali,Lainnya,netral
Waduh salah kantor,Lainnya,netral
N G A N T U G,Lainnya,netral
Turun darajat,Lainnya,netral
Kalo ada DAMKAR beda cerita,Lainnya,netral
Pelanggaran hukum didepan kantor polisi disaksikan dan direkam oleh polisi Terus manfaat polisi untuk masyarakat apa Kemana kita harus mencari perlindungan mengadu,Lainnya,netral
Punya pistol ga dipake,Lainnya,netral
Polisi penakut ini,Lainnya,netral
Jangankan cwe kakek2 di bekasi aja tewas kn Perkara senggolan,Lainnya,netral
Istirahat nyaho sakarat mah ulah maksakeun teing era ku saragam,Lainnya,netral
Polisi,Lainnya,netral
Kebanyakan jadi poli Tujuan nya makan enak badan melar Sekali nya ada kaya begini alesan kalah jumlah hadeh,Lainnya,netral
Emang gk punya pistol atau senjata gtu polisinya,Lainnya,netral
Ngapain coba begitu,Lainnya,netral
Teu era apa eta lalaki apa botty Ngroyok cw anarkis vsan,Lainnya,netral
Kan punya pistol,Lainnya,netral
BUKAN ALASAN MALU SAMA JABATAN NYA POLISI SEKALIPUN SUDAH TUA SETIDAKNYA PUNYA USAHA UNTUK MENOLONG,Lainnya,netral
Pistol nya gk di gunakan,Lainnya,netral
Polsek gak ad senpi ya,Lainnya,netral
Malu2in negara saja,Lainnya,netral
Minimal guna dikit lah masa iya harus bayar dulu,Lainnya,netral
Makin ga suka polisi nanti lagi panggiil damkar aja,Marah,netral
Gak punya harga diri Padahal tinggal panggil semua polisi yang ada di kantor buat keluar,Lainnya,netral
Dikritik marah tpi ga BECUS kerja jongos ko gini bgt,Marah,netral
Klo udh sakit2an janganlah disuruh piket pakk Gmn mo nolong org dianya sendiri pun perlu bantuan,Lainnya,netral
Bubari Ajee kan yaaa,Lainnya,netral
Polisi tidur yg paling bener,Lainnya,netral
Jangan maksain pak kalo udh sakit sakitan ngundurin diri aja dari pada seperti itu,Lainnya,netral
polisi punya beceng senjata api apa gunanya buat menghalau atau membubarkan,Lainnya,netral
Serendah itu polisi sampe gamau nolong,Lainnya,netral
Jadi pajak kita buat biayain panti jompo,Lainnya,netral
Mungkin bpk polisi nya takut Bebek Belur juga kkYdh pak klo gk bisa mengayomi masyarakat mending bpk jgn jd polisi aja Mending bpk nya jd netizen aja,Takut,netral
Mending jadi polisi tidur timbang ga bisa ngebantu sama sekali,Lainnya,netral
Jd polisi Sakirana eweuh guna na mh paeh we,Lainnya,netral
Giliran gini pistolnya d umpetin pas demo aja d bawa2,Lainnya,netral
setrauma apa mbaknya dikeroyok banyak orng gtu,Takut,netral
Ya Tuhan di parkiran polsek,Lainnya,netral
Maluu atuhhh,Lainnya,netral
Jangan maksain pak kalo udh sakit sakitan ngundurin diri aja dari pada seperti itu,Lainnya,netral
Naha eta ngancuri kaca mobil pake helm Tewak atuh pa polisi itu yg baju hitam,Lainnya,netral
kejadian depan polsek dan polisinya cuman ngeliatin doang karna lemah Memalukan,Lainnya,netral
Polisi tidur lebih mulia dari anda pak,Lainnya,netral
Harus salam tempel dulu baru di bantuin,Lainnya,netral
Udh dpt jatah wajar,Lainnya,netral
Info kronologi terlebih dahulu sebabakibatnya Debcollector menghancurkan kendaraan seorang perempuan Hancur sudah negara ini pihak polisi hanya cuma diam aja tidak bisa berbuat apa apa sangat sedih lihat negara sendiri,Sedih,netral
Marwahmu dimana pak pol,Lainnya,netral
Panyakitan polisi teh heran,Lainnya,netral
Aduuh itu itu yg ngeroyok laki bukan,Lainnya,netral
Ganti aja nggak si,Lainnya,netral
Mang gak bisa minta bantuan instansi lain gt eta bapak2 yg ada Dr ngerekam mending nelpon minta bantuan Tlp damkar misal,Lainnya,netral
Fungsi polisi ap,Lainnya,netral
Eh lupa emg udh lama ga berfungsi sih,Lainnya,netral
Ngrekam buat dilaporin polisi,Lainnya,netral
polisi bubarin,Lainnya,netral
Fungsi polisi apaan asli gak guna banget,Lainnya,netral
Semakin terbukti gak guna,Lainnya,netral
Kalo yg sakit udah seharusnya pensiun aja,Lainnya,netral
Tolong tugas polisi itu apakalau ngerasa udah tua dan ga mampu ga usah jaga atuhpensiun aja lebih cocokpolisi melindungi masyarakat adan kemanusiaanya aja udah ga adaudah tau liat dikeroyok masa ga ada rasa kemanusiaanya si,Lainnya,netral
G ada guna polisi baiknya anda rebahan aja di rumah,Lainnya,positif
jangan jd anggota polisi kalau nyerah hanya karena kalah jumlah,Lainnya,netral
Panjangan banget itu alesan,Lainnya,netral
Semuanya tuh wajib kena gada klarifikasi wajib di bui semua,Lainnya,netral
Duh mana wanita lagi Klo masih dinas berarti masih kuatlah,Lainnya,netral
gas trs masuk k ktr polsek,Lainnya,netral
Mengerikan,Takut,netral
Ya kasih tembakan peringatan dong dibekali senjata masa iya didepan mata kalian diam aja oh my God,Lainnya,netral
Yang lemah gak cuma fisik mental perasaan sama daya pikirnya jauh lebih lemah,Lainnya,netral
Dapat setoran dari dc yg ngeroyok,Lainnya,netral
Tua sakit an mash d aktifin aja ga guna,Lainnya,negatif
DC ga punya rasa malu beraninya keroyokan apalg yg dikeroyok seorang perempuan Mereka hrs dituntut jgn mau pk materai,Lainnya,netral
Pistol mu tuh fungsinya buat apa,Lainnya,netral
Buat apa ada senjata kalo gk d pake tembakan peeingata,Lainnya,netral
Anjay penyakitan malah kita biayainnolong juga kaga wakakakka,Lainnya,netral
pensiunkan aja klo emg udh sakit2an,Lainnya,netral
Gabut,Lainnya,netral
miris,Lainnya,netral
coba kabur ke kantor damkar aman,Lainnya,netral
Kasusnya apa dulu nihh,Lainnya,netral
Waduhhh waduh aparat nya ngapain masih kerja bukannya berhenti kerja atuh,Lainnya,netral
Pensiunkan atuh pak kalo udah sakit sakitan kaya gitu kaya gak ada yang muda aja,Lainnya,netral
Ya ampun lha kalo tua dan sakitan trus gmnpensiun atuuuuhhh,Lainnya,netral
BAYAR PAJAK BUAT BAYAR POLISI KAYA GINI,Lainnya,netral
Udh polisi di polsek situ PENSIUN DINI KALAU SAKIT,Lainnya,netral
Besok2 kalo ada masalah lari ke damkar aja lebih berguna damkar,Lainnya,netral
Tolol ajg,Lainnya,negatif
Slogan doang mengayomi masyarakat,Lainnya,netral
Malah datang ke markas penjahat,Lainnya,netral
Polisine plonga plongo wkwk,Lainnya,netral
Harusnya bapak udah istirahat jangan begadang lagi,Lainnya,netral
Depan kantor polisi aja bisa ada kekerasan yg sipatnya kriminal polisi diam apa karena bukan mobil LEXUS yg beduit alesan mu pak ga masuk di akal,Lainnya,netral
Bubarin aja nih institusi ganti semua anggotanya trs rekrut baru yg bener2 bebas dari virus,Lainnya,netral
Cari duit kok bgtu amat bang sampai rela nurunin harga diri sbgai laki laki lihatnya juga aku mau muntah,Lainnya,netral
lamun geus teu produktif naha dititah jaga atuh Ari sia,Lainnya,netral
mun ku security bca kumaha daks bakal di antep atau kumaha,Lainnya,netral
Lucu baca berita ini anggotanya banyak yang sering sakit sakitanguladarahhipertnsisaraf terjepituntung ga ada sakit gigibisuldllsehat sehat ya pak pol,Lainnya,netral
Hanya merekam PENSIUN DINI SAJA,Lainnya,netral
Apa gunanya mereka kalo gitu,Lainnya,netral
Bagaimana polisi menggapi pekerjaan yg di sebut depcoll Apa kah ini termasuk pekerjaan legal Bagaimana polri menagani hal tersebut,Lainnya,netral
udah sakit sakitan ya jangan di aktifin di lapangan dong alesa terkocak,Lainnya,netral
Jangan biarkan yang begini masuk ke Bali,Lainnya,netral
bisa ga sih pada diganti sama staff damkar aja lebih sigap lebih bertanggung jawab lebih cepet lebih satset,Lainnya,netral
Kirain udah depan Polsek bisa dapat perlindungan dan ke amanan Ini malah,Lainnya,netral
Memang bener polisi skng yg bener2 polisi 1000 banding 1 sisa nya yaaa jawab sendiri deh,Lainnya,netral
Kalo udah tua ya pensiun bjir,Lainnya,netral
Kalo udah sakit ngapain masih dipekerjakan kagak guna juga tuh 4 orang kalo dipekerjakan,Lainnya,netral
institusi lo mana mampu bantu orang yg lagi perlu pertolongan kalo meres orang paling pinter,Lainnya,netral
Polisi lagi,Lainnya,netral
Harusnya beloknya ke posko damkar,Lainnya,netral
Parah bgt Tpt yg seharusy bs jd tpt bernaung malah ga ada guna Bisa2y kejadian kek gt trjd di dpn mata kandangy penegak hukum Kantor polisi udah ga ada harga dirinya,Lainnya,netral
Lebih baik istirahat aja pak minta pensiun dini dr pada kaya gini kejadian nya,Lainnya,positif
kalo alasannya udah tua dan sakit sakitan ya diistirahatkan saja bapaaakkkkk mau makan gaji buta kahh,Lainnya,netral
Tangkap para pelakunya ini Pak Kapolri,Lainnya,netral
Udah tau kan Polisi bayarannnn,Lainnya,netral
Padahal kita lari sampai polisi itu merasa aman seharusnya tapi ngk pernah merasakan itu warga kita malah trauma kalian pernah kan dijalan padahal naik kendaraan itu sudah lengkap bawa SIM STNK pakai gelem ada spion tau2 didepan ada Polisi apakah tenang ngkkkk pasti dipikiran ini lengkap ngkya bawa SIM ngk ya waduh uang bulan ini tinggal 50rb masak gw kasih polisi tar makan apa dll Pasti ini yg dirasain,Takut,netral
Ormas coklat bisanya peras rakyat,Lainnya,netral
Tu yg anarkis tujuannya apa mo bunuh pengemudinya,Lainnya,netral
info d negara mana ini,Lainnya,netral
Mau bikin JJ polisinya makanya cuma video aja gak bantu,Lainnya,netral
Koq bukannya nyegah aksi anarkis malah jadi wartawan,Lainnya,netral
Polisi apa nga di gajih royal x iya,Lainnya,netral
Polisi SDH TDK ada harga diri Skrang DIMATA MASYARAKATTTTTTTTT,Lainnya,netral
Mending ke DAMKARR SDH TDK JELASSSSS POLISI SKRNG MENGAKU MELYANI MASYRAKAT MANA BUNTINNYAA,Lainnya,netral
Juara best of the best dengan judul mimpi disiang bolong,Lainnya,netral
Kalau minta pertolongan skrg ke damkar aja berani Polisi mahh ga yakin skrg begituu cuek bgt yg baik peka mah peka Heran konoha skrg gmn si kerjanya yaaa jd semena mena kan org Saran aja perbaiki ya bela kami yg membutuhkan,Lainnya,positif
Larinya ke markas TNI jgn ke markas,Lainnya,netral
Yaelah bilang aja itu 4 polisi udh dibayar pake alesan tua sakit2an,Lainnya,netral
Alasan yg gak masok akal Kalau nampak uang langsung hilang sakit nya,Lainnya,netral
Heran sma DC perusahaan dc cuman di tugaskan menagih nasabah bukan merusak kendaraan,Lainnya,netral
Tak lama pasti kena pecat semua polisi nya,Lainnya,netral
Ini polisi udah gak ada harga dirinya lama kelamaan diremehin sama masyarakat gak dihormati lagi,Lainnya,netral
Alasan nya bisa di terima lanjutkan semua alasan mu,Lainnya,netral
polisi nya kan lagi hamil jadi gabisa bantuinn gimana sih,Lainnya,netral
Ke DAMKAR AJA BU JANGAN KE KANTOR ITU,Lainnya,netral
melindungi dan mengayomi masyarakat coba dipake tembakan peringatan nya,Lainnya,netral
kalo dah tua pensiun aja pak ganti sama satpam BCA,Lainnya,netral
La gunanya pistol itu untuk apa,Lainnya,netral
Berarti udah gak sanggup melaksanakan tugas dong,Lainnya,netral
Emnag boleh se brutal itu Makin sini makin gila,Lainnya,netral
Niat hati ke Polsek biar selamat ternyata tidak ada bantuan,Lainnya,netral
Klo udh sakit2an janganlah disuruh piket pakk Gmn mo nolong org dianya sendiri pun perlu bantuan,Lainnya,netral
Pan kalian teh boga telepon nya boga ht boga alat komunikasi Rumasa panyakitan mah telepon bantuan kanu ngarora lain cicing blok,Lainnya,netral
Pasti wanita itu berpikir arahin mobilnya ke kantor polisi supaya lebih aman ternyata tetep aja ga dpt perlindungan,Lainnya,netral
Polisi ngapain lihat lah jadi ngapain ya saya takut lah,Takut,netral
gunanya polisi di Indonesia apayah,Lainnya,netral
Debt collector Berani kaya gini Ngga tau apa kalo semua perbuatan ada balasannya baru mikir kalo nanti anaknya apa ibunya apa istrinya diginiin orang,Lainnya,netral
Sudah tua ada yang sakit kenapa tidak menelpon minta bantuan emang ngk punya niat sih,Lainnya,netral
Kebanyakan polisi buncit isi kegabutan makan gaji buta,Lainnya,netral
Di copot di pecat dr kepolisian,Lainnya,netral
Alesan,Lainnya,netral
Kelompok tolol SDm rendah ya bgini apa gak malu itu yg di buat bgtu seorang perempuan gak ada otak,Lainnya,negatif
Benerkan percumah,Lainnya,negatif
Mengayomi masyarakat membantu masyarakat,Lainnya,netral
Polisi jaman sekarang emang ada gunanya Makannya masyarakat lebih percaya sama pemadam kebakaran,Lainnya,netral
Malu sama seragam damkar,Lainnya,netral
Kerja kagak ngopi rokok ngopi rokok doang paling jauh gerak cuma buat dokumentasi duduk ngopi rokok ngopi rokok lagi,Lainnya,netral
Tujuan piketjaga buat apa ya Izin bertanya,Lainnya,netral
Katanya pengayom masyarakat,Lainnya,netral
Aneh polisinya,Lainnya,netral
Sumpah kacau miris dan ngeri,Takut,netral
Trus apa gunanya polisii siih Heran,Lainnya,netral
Memalukaaaannn,Lainnya,netral
awkwkwkwkwk menyala pak poll,Lainnya,netral
Trus ngapain kau jadi polisi an j nng,Lainnya,netral
Kalo sudah tua dan sakit2an ngapain masih tugas lah pensiun aja udh Kumaha mun isrewel nyerang pangheulana di kulub kitu,Lainnya,netral
Salah lapor ke polsek,Lainnya,netral
Umak SDM indo,Lainnya,netral
lah polisinya udh sakit² an udh lemah masih tugas aja ngapain,Lainnya,netral
Kalah jumlah dn fisik lemah bgitulh polisi cuma brani kroyokan doang Mungkin ini devinisi gk boleh main hakim sendiri karna polisi mh gk brani sendirian hrus bayakan main hakim nya,Lainnya,netral
padahal senpi tembakan peringatan pak pol,Lainnya,netral
Padahal tes sebelum jadi polisi itu harus wajib sehat jasmani rohani jadi pertanyaan ini napa jadi pada penyakitan apa waktu tes di jokiin,Marah,netral
Memalukan sbg penganyom dan pelindung masyarakat,Lainnya,netral
Indo ngk aman,Lainnya,netral
polisi kalah sama DC,Lainnya,netral
Dmn hrg diri yang punya tempat,Lainnya,netral
Gunanya polisi apaan ya,Lainnya,netral
Ngpain pak orang sakit an masih jadi polisi aja ngpa nggk di pensiunkan saja kan repot kek gitu jadinya,Lainnya,netral
Alesan aza bilang aza berat sama yg udah ngasih amplop,Lainnya,netral
Polisi ini apa fungsinya,Lainnya,netral
Kayaknya salah jurusan,Lainnya,netral
Jadi piket fungsinya apa,Lainnya,netral
Maka polisi jgn modal besar perutnyali jg harus gede,Lainnya,netral
Berharap apaan jir ke polisi,Lainnya,netral
Gak heran sih yg ngeroyok dan yg cuman videoin ya sama² preman bedanya yg satu dikasih seragam ama gaji,Lainnya,netral
Memang cuma Damkar satpam BCA yang paling terbaik,Lainnya,positif
Polisi takut sama DC parah,Takut,netral
POLISI KONTOL,Lainnya,netral
Mau nanya disaat itu polisi guna nya apa,Lainnya,netral
Pensiun aja pak klw dah sakit sakitan pekerjaan itu ada pertanggungjawabannya bukan hanya makan gaji buta,Lainnya,netral
Apa kasusnya,Lainnya,netral
Coba jelaskan tugas polisi yang katanya untuk masyarakat itu apa ya,Lainnya,netral
Yaallah takut bgt mana cewe itu,Takut,netral
terus gunanya polisi apa,Lainnya,netral
Bener kata Rhoma Irama Begadang jangan begadang klo tiada artinya begadang boleh saja klo ada perlunya Nah disitu posisinya gak ada artinya dan gak ada perlunya Jadi artinya gak boleh begadang,Lainnya,netral
Bener bener Indonesia gelap akan keadilan,Lainnya,netral
Lindes mba lindessss,Lainnya,netral
Sudah waktunya polishh tidak brguna melawan keadilan d pecat dan penjarakan krna cuma buat ngabis2 sin angaran negarraa saja,Lainnya,netral
Ganti saja dengan orang2 biasa yg mau menegakkan keadilan dengan tulus,Lainnya,netral
Ngelamar JD cleaning service aja ada batasan usia apalg ini aparat negara moso tua dan sakit2an buat jaga kedamaian bumi,Lainnya,netral
Ngomong taek ta polisine,Lainnya,netral
Nek jenengen polisi yo karek melerai opo di tembakan peringatan lak wes seh,Lainnya,netral
Hina,Lainnya,netral
Bukannya piket itu lengkap dengan laras panjang,Lainnya,netral
Klau kalah jumlah seharusnya nelfon angota bukannya malah HP dipakek merekam,Lainnya,netral
Emg gaberguna aja si sebenarnya,Lainnya,netral
Astagfirullah lucu bngt alasanx klw udh skit2n pk polx knp disuruh piket keamanan pak kan bis dipindhin bagian administrasi klw masyarakat butuh bantuan harus lari kemna klw alasnx gitu,Lainnya,netral
